ERUID,ERNAME,NAICS,Concentration
4710,Regina-Moose Mountain,112,0.001811489
5950,Cariboo,327,0.001809545
4830,Calgary,492,0.001808691
4820,Camrose-Drumheller,339,0.001808414
3595,Northwest / Nord-ouest,327,0.00179566
1330,Saint John-St. Stephen,312,0.001791986
3550,Hamilton-Niagara Peninsula,322,0.00179107
3540,Kitchener-Waterloo-Barrie,314,0.001789924
5910,Vancouver Island and Coast / Île de Vancouver et la côte,114,0.001780732
3590,Northeast / Nord-est,112,0.001772936
2475,Saguenay-Lac-Saint-Jean,481,0.001765737
1250,Halifax,481,0.001763707
1350,Edmundston-Woodstock,337,0.001760899
6210,Nunavut,524,0.001760408
5950,Cariboo,311,0.001752997
4630,Southwest / Sud-ouest,339,0.001752678
2425,Chaudière-Appalaches,315,0.00175226
2420,Capitale-Nationale,312,0.001750267
2430,Estrie,115,0.001746746
2420,Capitale-Nationale,336,0.001745966
1240,Southern / Sud,312,0.001737619
5950,Cariboo,325,0.001734148
5950,Cariboo,492,0.001734148
4880,Wood Buffalo-Cold Lake,321,0.001731917
4850,Red Deer,331,0.001729134
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,115,0.001725937
4830,Calgary,331,0.0017223
4820,Camrose-Drumheller,336,0.001720626
5930,Thompson-Okanagan,323,0.001716728
3560,London,492,0.001715025
1210,Cape Breton,213,0.001713909
1010,Avalon Peninsula,321,0.001711236
5960,North Coast / Côte-nord,492,0.001706582
2450,Lanaudière,493,0.00170168
1040,Notre Dame-Central Bonavista Bay,523,0.001697652
4610,Southeast / Sud-est,482,0.001696526
4610,Southeast / Sud-est,322,0.001696526
4610,Southeast / Sud-est,493,0.001696526
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,221,0.001696353
3530,Toronto,331,0.001690676
2460,Outaouais,221,0.00168728
2475,Saguenay-Lac-Saint-Jean,315,0.001686674
6110,Northwest Territories / Territoires du Nord-Ouest,323,0.00167729
3510,Ottawa,321,0.0016719
1350,Edmundston-Woodstock,325,0.001665715
2470,Mauricie,492,0.00166458
2420,Capitale-Nationale,322,0.001664258
5970,Nechako,523,0.001657344
2465,Abitibi-Témiscamingue,336,0.001656747
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,333,0.001656726
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,327,0.001656726
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,337,0.001656726
1010,Avalon Peninsula,111,0.001650482
2470,Mauricie,312,0.001649849
4870,Athabasca-Grande Prairie-Peace River,333,0.001649818
2430,Estrie,212,0.00163907
1340,Fredericton-Oromocto,327,0.00163791
4830,Calgary,312,0.001637747
2415,Bas-Saint-Laurent,492,0.001636114
2470,Mauricie,331,0.001635118
1110,Prince Edward Island / Île-du-Prince-Édouard,327,0.001632505
1330,Saint John-St. Stephen,115,0.001630707
1250,Halifax,321,0.001626929
6010,Yukon,311,0.00162622
5930,Thompson-Okanagan,213,0.00162476
4680,North / Nord,327,0.001622867
5980,Northeast / Nord-est,311,0.001622797
1250,Halifax,324,0.00161973
4760,Northern / Nord,524,0.001616554
2433,Centre-du-Québec,493,0.001613341
4850,Red Deer,339,0.001604511
4720,Swift Current-Moose Jaw,482,0.001603253
3510,Ottawa,492,0.001601256
1320,Moncton-Richibucto,483,0.001597342
3540,Kitchener-Waterloo-Barrie,115,0.001597163
1330,Saint John-St. Stephen,493,0.001594868
4650,Winnipeg,211,0.001593278
1110,Prince Edward Island / Île-du-Prince-Édouard,323,0.001592196
5910,Vancouver Island and Coast / Île de Vancouver et la côte,487,0.001589104
4850,Red Deer,323,0.001588934
1210,Cape Breton,336,0.00158207
1320,Moncton-Richibucto,113,0.001581369
1220,North Shore / Côte-nord,314,0.001579357
1250,Halifax,312,0.001576538
2460,Outaouais,332,0.001575856
2410,Gaspésie-Îles-de-la-Madeleine,487,0.001571677
1340,Fredericton-Oromocto,485,0.001570598
1310,Campbellton-Miramichi,526,0.00156953
3540,Kitchener-Waterloo-Barrie,212,0.001566872
4720,Swift Current-Moose Jaw,211,0.00156415
2490,Nord-du-Québec,111,0.00155587
4660,Interlake,114,0.001554357
3530,Toronto,312,0.001537116
1230,Annapolis Valley,333,0.001535874
3510,Ottawa,326,0.001535845
4640,North Central / Centre nord,336,0.001532735
2445,Laval,334,0.00153245
2440,Montréal,313,0.001530401
2460,Outaouais,112,0.001528103
4650,Winnipeg,334,0.001517974
2415,Bas-Saint-Laurent,326,0.001512966
4850,Red Deer,336,0.001511045
3560,London,335,0.001509438
4660,Interlake,321,0.00150864
2455,Laurentides,313,0.001495908
4730,Saskatoon-Biggar,339,0.001494675
4740,Yorkton-Melville,113,0.001492178
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,523,0.001491054
1310,Campbellton-Miramichi,337,0.001491054
1040,Notre Dame-Central Bonavista Bay,213,0.001490622
5950,Cariboo,312,0.001489105
2490,Nord-du-Québec,332,0.001485149
5930,Thompson-Okanagan,335,0.001483743
4880,Wood Buffalo-Cold Lake,113,0.001481245
1240,Southern / Sud,314,0.001480194
2435,Montérégie,314,0.001479411
5960,North Coast / Côte-nord,327,0.001479037
4840,Banff-Jasper-Rocky Mountain House,115,0.001473405
4840,Banff-Jasper-Rocky Mountain House,492,0.001473405
2470,Mauricie,316,0.001473079
3595,Northwest / Nord-ouest,526,0.001473002
5910,Vancouver Island and Coast / Île de Vancouver et la côte,337,0.001467585
3560,London,312,0.001466157
4660,Interlake,213,0.001462924
5980,Northeast / Nord-est,333,0.001460517
3515,Kingston-Pembroke,334,0.001459306
3595,Northwest / Nord-ouest,339,0.001458973
1220,North Shore / Côte-nord,334,0.001457868
4860,Edmonton,334,0.001456788
2450,Lanaudière,322,0.001454163
3550,Hamilton-Niagara Peninsula,115,0.001451933
4750,Prince Albert,339,0.001450637
4850,Red Deer,212,0.001448734
1010,Avalon Peninsula,327,0.001447969
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,493,0.001444971
3530,Toronto,213,0.001442656
4830,Calgary,335,0.001441071
3590,Northeast / Nord-est,313,0.001440111
6110,Northwest Territories / Territoires du Nord-Ouest,325,0.001437677
2480,Côte-Nord,481,0.001436347
3510,Ottawa,526,0.001428571
5940,Kootenay,325,0.001424441
3530,Toronto,212,0.001423461
4810,Lethbridge-Medicine Hat,492,0.001419147
4660,Interlake,212,0.001417208
3530,Toronto,526,0.001411338
4810,Lethbridge-Medicine Hat,312,0.00140806
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,331,0.001407909
4720,Swift Current-Moose Jaw,492,0.001407735
4720,Swift Current-Moose Jaw,493,0.001407735
2430,Estrie,221,0.001399789
2420,Capitale-Nationale,481,0.001393333
4610,Southeast / Sud-est,213,0.001391151
3540,Kitchener-Waterloo-Barrie,526,0.001390633
4860,Edmonton,337,0.001386913
1210,Cape Breton,337,0.001384311
3510,Ottawa,221,0.001381476
6010,Yukon,492,0.001376032
1250,Halifax,526,0.001374971
2450,Lanaudière,113,0.001371657
4660,Interlake,312,0.001371491
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,315,0.001371451
4820,Camrose-Drumheller,493,0.001369478
1340,Fredericton-Oromocto,323,0.001368664
4720,Swift Current-Moose Jaw,312,0.001368631
1330,Saint John-St. Stephen,333,0.00136191
2430,Estrie,316,0.001351933
2430,Estrie,312,0.001351933
1210,Cape Breton,312,0.001351351
2425,Chaudière-Appalaches,212,0.001342853
6110,Northwest Territories / Territoires du Nord-Ouest,492,0.001341832
5940,Kootenay,492,0.0013394
4670,Parklands,488,0.00133792
4670,Parklands,213,0.00133792
2415,Bas-Saint-Laurent,114,0.00133704
3580,Stratford-Bruce Peninsula,316,0.001336914
3590,Northeast / Nord-est,339,0.001331302
5980,Northeast / Nord-est,339,0.001330694
2465,Abitibi-Témiscamingue,325,0.001329488
3520,Muskoka-Kawarthas,337,0.001327842
2435,Montérégie,313,0.001327532
1340,Fredericton-Oromocto,311,0.00132379
2410,Gaspésie-Îles-de-la-Madeleine,337,0.001323517
4610,Southeast / Sud-est,113,0.00132329
2440,Montréal,324,0.001321585
1210,Cape Breton,482,0.001318392
2455,Laurentides,212,0.001318177
4820,Camrose-Drumheller,321,0.001316806
2430,Estrie,492,0.001316041
4640,North Central / Centre nord,493,0.001313773
6010,Yukon,312,0.001313485
1220,North Shore / Côte-nord,485,0.001312081
4680,North / Nord,523,0.001308763
3510,Ottawa,521,0.001308216
1340,Fredericton-Oromocto,212,0.001301353
1340,Fredericton-Oromocto,312,0.001301353
3510,Ottawa,337,0.001287284
3570,Windsor-Sarnia,481,0.001276618
2490,Nord-du-Québec,523,0.001272984
4860,Edmonton,112,0.001272572
3510,Ottawa,115,0.001268969
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,113,0.001266367
2475,Saguenay-Lac-Saint-Jean,221,0.001265005
3570,Windsor-Sarnia,213,0.001259366
2480,Côte-Nord,524,0.001247354
1230,Annapolis Valley,492,0.001243326
5970,Nechako,492,0.001243008
5970,Nechako,332,0.001243008
2410,Gaspésie-Îles-de-la-Madeleine,482,0.001240797
4640,North Central / Centre nord,485,0.001240785
1220,North Shore / Côte-nord,483,0.001239187
2440,Montréal,526,0.001239157
2475,Saguenay-Lac-Saint-Jean,323,0.001238651
3515,Kingston-Pembroke,323,0.001237423
1330,Saint John-St. Stephen,492,0.001236471
5930,Thompson-Okanagan,322,0.001232365
2430,Estrie,335,0.001232293
1250,Halifax,212,0.001230995
3560,London,481,0.001228109
4710,Regina-Moose Mountain,336,0.001223719
4850,Red Deer,493,0.001215067
1220,North Shore / Côte-nord,316,0.00121489
1220,North Shore / Côte-nord,335,0.00121489
4710,Regina-Moose Mountain,323,0.001214083
4650,Winnipeg,312,0.001212794
1110,Prince Edward Island / Île-du-Prince-Édouard,334,0.001209263
4880,Wood Buffalo-Cold Lake,486,0.001207785
5910,Vancouver Island and Coast / Île de Vancouver et la côte,323,0.00120585
2435,Montérégie,221,0.001203779
4740,Yorkton-Melville,488,0.001203369
4820,Camrose-Drumheller,326,0.001193904
3570,Windsor-Sarnia,334,0.00119036
4750,Prince Albert,323,0.001185028
3570,Windsor-Sarnia,313,0.001184609
4860,Edmonton,481,0.001181523
4730,Saskatoon-Biggar,326,0.001181106
2445,Laval,322,0.001177247
1310,Campbellton-Miramichi,492,0.001177148
4830,Calgary,115,0.001174546
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,114,0.001174151
4730,Saskatoon-Biggar,211,0.001170654
2435,Montérégie,481,0.001167216
2420,Capitale-Nationale,212,0.001165411
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,483,0.0011645
4860,Edmonton,486,0.001162466
4880,Wood Buffalo-Cold Lake,325,0.001162208
4650,Winnipeg,111,0.00116127
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,237,0.001159708
2475,Saguenay-Lac-Saint-Jean,312,0.001159588
4860,Edmonton,336,0.001156113
4740,Yorkton-Melville,485,0.001155235
1210,Cape Breton,492,0.001153593
4850,Red Deer,481,0.001152756
4670,Parklands,339,0.001146789
4670,Parklands,332,0.001146789
4710,Regina-Moose Mountain,339,0.001146634
4750,Prince Albert,212,0.001144165
4750,Prince Albert,326,0.001144165
4880,Wood Buffalo-Cold Lake,315,0.001139419
4880,Wood Buffalo-Cold Lake,339,0.001139419
5960,North Coast / Côte-nord,312,0.001137721
1010,Avalon Peninsula,339,0.001134074
1010,Avalon Peninsula,323,0.001134074
2475,Saguenay-Lac-Saint-Jean,487,0.001133234
4840,Banff-Jasper-Rocky Mountain House,333,0.001129611
3590,Northeast / Nord-est,493,0.001126487
1240,Southern / Sud,493,0.001126235
2430,Estrie,493,0.001124617
2475,Saguenay-Lac-Saint-Jean,336,0.001120057
4810,Lethbridge-Medicine Hat,331,0.001119796
4610,Southeast / Sud-est,481,0.001119707
4610,Southeast / Sud-est,326,0.001119707
4610,Southeast / Sud-est,336,0.001119707
1040,Notre Dame-Central Bonavista Bay,312,0.001117966
3515,Kingston-Pembroke,487,0.001117948
1250,Halifax,337,0.001115814
3520,Muskoka-Kawarthas,493,0.001114037
4810,Lethbridge-Medicine Hat,212,0.001108709
1110,Prince Edward Island / Île-du-Prince-Édouard,483,0.001108491
5970,Nechako,323,0.001104896
1320,Moncton-Richibucto,115,0.001102166
4680,North / Nord,332,0.001099361
1310,Campbellton-Miramichi,323,0.001098671
4640,North Central / Centre nord,337,0.001094811
1240,Southern / Sud,339,0.001094057
1240,Southern / Sud,492,0.001094057
4860,Edmonton,211,0.001090473
4850,Red Deer,334,0.001090445
2420,Capitale-Nationale,487,0.001088004
1210,Cape Breton,115,0.001087673
1210,Cape Breton,321,0.001087673
4810,Lethbridge-Medicine Hat,323,0.001086535
2445,Laval,315,0.001085909
2433,Centre-du-Québec,312,0.001084599
1340,Fredericton-Oromocto,492,0.001076982
4730,Saskatoon-Biggar,312,0.001076584
2420,Capitale-Nationale,113,0.001075102
5910,Vancouver Island and Coast / Île de Vancouver et la côte,492,0.001074982
2455,Laurentides,315,0.001073796
2433,Centre-du-Québec,314,0.001071041
4860,Edmonton,482,0.001069299
2475,Saguenay-Lac-Saint-Jean,314,0.001067348
6010,Yukon,115,0.001063297
6010,Yukon,323,0.001063297
5940,Kootenay,483,0.001063016
2490,Nord-du-Québec,524,0.00106082
3550,Hamilton-Niagara Peninsula,324,0.001054506
6110,Northwest Territories / Territoires du Nord-Ouest,114,0.001054296
4670,Parklands,212,0.001051223
4670,Parklands,337,0.001051223
1350,Edmundston-Woodstock,212,0.001047021
1350,Edmundston-Woodstock,221,0.001047021
1350,Edmundston-Woodstock,314,0.001047021
1220,North Shore / Côte-nord,213,0.001044805
3580,Stratford-Bruce Peninsula,325,0.001038496
2415,Bas-Saint-Laurent,493,0.001037965
2445,Laval,327,0.001035165
3515,Kingston-Pembroke,324,0.001032608
4630,Southwest / Sud-ouest,492,0.00102935
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,482,0.001024031
1010,Avalon Peninsula,331,0.001022692
1210,Cape Breton,323,0.001021753
2480,Côte-Nord,523,0.001020562
5950,Cariboo,337,0.001017869
2433,Centre-du-Québec,492,0.001016811
4720,Swift Current-Moose Jaw,337,0.001016697
4830,Calgary,111,0.001014631
2440,Montréal,314,0.001011108
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,325,0.001003452
2440,Montréal,115,0.001001492
6010,Yukon,332,0.001000751
3590,Northeast / Nord-est,325,0.000998477
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,492,0.000994036
2410,Gaspésie-Îles-de-la-Madeleine,493,0.000992638
3515,Kingston-Pembroke,315,0.000989938
1210,Cape Breton,314,0.000988794
1330,Saint John-St. Stephen,482,0.000985592
2455,Laurentides,324,0.00098493
4730,Saskatoon-Biggar,492,0.000982513
4730,Saskatoon-Biggar,323,0.000982513
4850,Red Deer,492,0.0009814
4760,Northern / Nord,491,0.000969932
4760,Northern / Nord,333,0.000969932
2430,Estrie,324,0.000969085
6210,Nunavut,485,0.000968225
2415,Bas-Saint-Laurent,221,0.000967594
1110,Prince Edward Island / Île-du-Prince-Édouard,492,0.00096741
5960,North Coast / Côte-nord,111,0.000967063
5970,Nechako,221,0.000966784
3590,Northeast / Nord-est,337,0.000966474
1240,Southern / Sud,483,0.000965344
4650,Winnipeg,526,0.000963101
4740,Yorkton-Melville,321,0.000962696
4740,Yorkton-Melville,336,0.000962696
1210,Cape Breton,339,0.000955834
2460,Outaouais,325,0.000955064
4710,Regina-Moose Mountain,337,0.000953923
1040,Notre Dame-Central Bonavista Bay,332,0.000952342
1350,Edmundston-Woodstock,493,0.000951837
3550,Hamilton-Niagara Peninsula,315,0.000948525
4630,Southwest / Sud-ouest,493,0.00094589
3520,Muskoka-Kawarthas,115,0.000945243
2440,Montréal,321,0.000943793
1340,Fredericton-Oromocto,336,0.000942359
6010,Yukon,491,0.000938204
5910,Vancouver Island and Coast / Île de Vancouver et la côte,493,0.000934767
4850,Red Deer,324,0.000934667
4710,Regina-Moose Mountain,312,0.000925016
4620,South Central / Centre sud,485,0.000923835
2475,Saguenay-Lac-Saint-Jean,335,0.0009224
3530,Toronto,482,0.000921865
4610,Southeast / Sud-est,485,0.000916124
5910,Vancouver Island and Coast / Île de Vancouver et la côte,221,0.000916072
1310,Campbellton-Miramichi,336,0.000915559
4740,Yorkton-Melville,493,0.000914561
4660,Interlake,334,0.000914328
4660,Interlake,322,0.000914328
1330,Saint John-St. Stephen,334,0.000913913
4820,Camrose-Drumheller,323,0.000912985
3595,Northwest / Nord-ouest,112,0.000911858
2410,Gaspésie-Îles-de-la-Madeleine,323,0.000909918
2410,Gaspésie-Îles-de-la-Madeleine,332,0.000909918
2460,Outaouais,212,0.000907311
1110,Prince Edward Island / Île-du-Prince-Édouard,212,0.000906947
4720,Swift Current-Moose Jaw,323,0.000899386
1340,Fredericton-Oromocto,324,0.000897485
3515,Kingston-Pembroke,314,0.000896065
1320,Moncton-Richibucto,314,0.000894512
1250,Halifax,327,0.000892651
4680,North / Nord,111,0.000889959
1010,Avalon Peninsula,334,0.000880932
6210,Nunavut,325,0.000880204
1320,Moncton-Richibucto,325,0.000878538
1230,Annapolis Valley,323,0.000877642
2460,Outaouais,492,0.000875476
4830,Calgary,336,0.000874936
3540,Kitchener-Waterloo-Barrie,315,0.000872932
4830,Calgary,112,0.000871259
3595,Northwest / Nord-ouest,333,0.000869773
1040,Notre Dame-Central Bonavista Bay,326,0.000869529
1250,Halifax,315,0.000863856
4630,Southwest / Sud-ouest,336,0.000862429
4720,Swift Current-Moose Jaw,321,0.000860282
2455,Laurentides,492,0.000859037
5950,Cariboo,339,0.000848224
4730,Saskatoon-Biggar,324,0.000846634
2475,Saguenay-Lac-Saint-Jean,325,0.000843337
4680,North / Nord,115,0.000837609
3550,Hamilton-Niagara Peninsula,314,0.000837246
2440,Montréal,483,0.000836637
1240,Southern / Sud,487,0.000836632
4630,Southwest / Sud-ouest,323,0.000834608
2445,Laval,313,0.000832192
1340,Fredericton-Oromocto,493,0.000830173
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,332,0.000828363
1020,South Coast-Burin Peninsula / Côte-sud-Burin Peninsula,323,0.000828363
1040,Notre Dame-Central Bonavista Bay,483,0.000828123
1040,Notre Dame-Central Bonavista Bay,335,0.000828123
2460,Outaouais,336,0.000827722
3550,Hamilton-Niagara Peninsula,487,0.000826648
3550,Hamilton-Niagara Peninsula,481,0.000823998
4620,South Central / Centre sud,212,0.000821187
4620,South Central / Centre sud,488,0.000821187
4710,Regina-Moose Mountain,492,0.000819024
2420,Capitale-Nationale,315,0.000817078
1320,Moncton-Richibucto,482,0.000814644
3590,Northeast / Nord-est,323,0.000812862
5980,Northeast / Nord-est,327,0.000811399
1310,Campbellton-Miramichi,213,0.000810924
2415,Bas-Saint-Laurent,312,0.000809261
4870,Athabasca-Grande Prairie-Peace River,331,0.000808734
4760,Northern / Nord,327,0.000808277
4760,Northern / Nord,492,0.000808277
4760,Northern / Nord,312,0.000808277
4760,Northern / Nord,237,0.000808277
5940,Kootenay,333,0.000807892
4820,Camrose-Drumheller,312,0.000807641
4820,Camrose-Drumheller,492,0.000807641
2475,Saguenay-Lac-Saint-Jean,493,0.000803806
1250,Halifax,322,0.000799067
1010,Avalon Peninsula,115,0.000789801
4860,Edmonton,335,0.000787682
4810,Lethbridge-Medicine Hat,481,0.000787183
5940,Kootenay,481,0.000786632
3595,Northwest / Nord-ouest,493,0.000785601
2455,Laurentides,493,0.000784982
5930,Thompson-Okanagan,334,0.00078479
2420,Capitale-Nationale,316,0.000782675
4830,Calgary,526,0.000781193
2470,Mauricie,212,0.000780732
2455,Laurentides,213,0.000777576
1220,North Shore / Côte-nord,339,0.000777529
3520,Muskoka-Kawarthas,113,0.00077645
4740,Yorkton-Melville,326,0.000770156
4620,South Central / Centre sud,221,0.000769862
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,332,0.000762623
5910,Vancouver Island and Coast / Île de Vancouver et la côte,325,0.000761835
1350,Edmundston-Woodstock,485,0.00076147
4650,Winnipeg,316,0.000760969
1210,Cape Breton,327,0.000758075
2465,Abitibi-Témiscamingue,339,0.000756786
2465,Abitibi-Témiscamingue,323,0.000756786
2480,Côte-Nord,312,0.000755972
3570,Windsor-Sarnia,114,0.000753319
3540,Kitchener-Waterloo-Barrie,316,0.000751768
1320,Moncton-Richibucto,213,0.000750751
6010,Yukon,337,0.000750563
4860,Edmonton,115,0.000745333
2425,Chaudière-Appalaches,492,0.00074512
4720,Swift Current-Moose Jaw,339,0.000742971
2450,Lanaudière,331,0.000742551
4730,Saskatoon-Biggar,335,0.000742111
2415,Bas-Saint-Laurent,316,0.00073889
4840,Banff-Jasper-Rocky Mountain House,481,0.000736703
1320,Moncton-Richibucto,323,0.000734777
1330,Saint John-St. Stephen,314,0.000734714
1250,Halifax,487,0.000734278
4710,Regina-Moose Mountain,326,0.000732304
3520,Muskoka-Kawarthas,324,0.000731438
2445,Laval,314,0.000730705
4640,North Central / Centre nord,326,0.000729874
1110,Prince Edward Island / Île-du-Prince-Édouard,113,0.000725558
1210,Cape Breton,493,0.000725115
6110,Northwest Territories / Territoires du Nord-Ouest,327,0.000718838
2480,Côte-Nord,339,0.000718174
2420,Capitale-Nationale,324,0.000718168
2460,Outaouais,326,0.000716298
3595,Northwest / Nord-ouest,323,0.000715458
1350,Edmundston-Woodstock,323,0.000713878
4610,Southeast / Sud-est,221,0.000712541
4870,Athabasca-Grande Prairie-Peace River,337,0.000711686
2445,Laval,212,0.000710407
1240,Southern / Sud,221,0.000707919
2490,Nord-du-Québec,526,0.000707214
2490,Nord-du-Québec,327,0.000707214
2490,Nord-du-Québec,337,0.000707214
2490,Nord-du-Québec,325,0.000707214
3550,Hamilton-Niagara Peninsula,313,0.00070477
1040,Notre Dame-Central Bonavista Bay,337,0.000703905
3595,Northwest / Nord-ouest,486,0.00070143
1250,Halifax,335,0.000691085
2450,Lanaudière,315,0.000690985
3570,Windsor-Sarnia,322,0.000690064
3540,Kitchener-Waterloo-Barrie,481,0.000688432
4840,Banff-Jasper-Rocky Mountain House,339,0.000687589
4820,Camrose-Drumheller,334,0.000684739
5960,North Coast / Côte-nord,323,0.000682633
1330,Saint John-St. Stephen,325,0.000680955
1310,Campbellton-Miramichi,485,0.00068013
1250,Halifax,112,0.000676687
1240,Southern / Sud,485,0.000675741
1240,Southern / Sud,334,0.000675741
1240,Southern / Sud,213,0.000675741
2440,Montréal,316,0.00067453
5930,Thompson-Okanagan,325,0.000674429
1340,Fredericton-Oromocto,313,0.000673114
3510,Ottawa,312,0.000669806
4670,Parklands,523,0.00066896
3530,Toronto,314,0.000668289
4650,Winnipeg,115,0.000665848
4860,Edmonton,312,0.000662754
1040,Notre Dame-Central Bonavista Bay,487,0.000662498
3510,Ottawa,212,0.000661957
2410,Gaspésie-Îles-de-la-Madeleine,523,0.000661759
5950,Cariboo,326,0.00065973
3595,Northwest / Nord-ouest,326,0.000659344
1210,Cape Breton,324,0.000659196
2475,Saguenay-Lac-Saint-Jean,482,0.000658857
5930,Thompson-Okanagan,331,0.000649904
2450,Lanaudière,324,0.000649732
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,526,0.000648732
4870,Athabasca-Grande Prairie-Peace River,482,0.000646987
2455,Laurentides,221,0.000644277
1240,Southern / Sud,313,0.000643563
3590,Northeast / Nord-est,486,0.000640049
2450,Lanaudière,221,0.000639419
2470,Mauricie,314,0.000633424
4820,Camrose-Drumheller,337,0.000632067
2455,Laurentides,314,0.000629466
1250,Halifax,111,0.000626296
4740,Yorkton-Melville,339,0.000625752
6010,Yukon,334,0.000625469
6010,Yukon,327,0.000625469
5950,Cariboo,221,0.000622031
1040,Notre Dame-Central Bonavista Bay,339,0.000621092
2460,Outaouais,333,0.000620792
2410,Gaspésie-Îles-de-la-Madeleine,315,0.000620399
2450,Lanaudière,334,0.000618793
2415,Bas-Saint-Laurent,324,0.000615742
2465,Abitibi-Témiscamingue,221,0.00061361
4750,Prince Albert,337,0.000612945
4830,Calgary,322,0.000612087
1330,Saint John-St. Stephen,487,0.000609275
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,487,0.000606913
1110,Prince Edward Island / Île-du-Prince-Édouard,335,0.000604631
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,336,0.000602071
3580,Stratford-Bruce Peninsula,482,0.000596837
5940,Kootenay,323,0.000595289
2425,Chaudière-Appalaches,221,0.000589545
1230,Annapolis Valley,212,0.000585095
2420,Capitale-Nationale,213,0.000584856
1110,Prince Edward Island / Île-du-Prince-Édouard,312,0.000584477
5950,Cariboo,336,0.000584332
1340,Fredericton-Oromocto,334,0.000583365
1220,North Shore / Côte-nord,481,0.000583147
1310,Campbellton-Miramichi,493,0.000575494
1320,Moncton-Richibucto,221,0.000575043
2425,Chaudière-Appalaches,312,0.000573169
3530,Toronto,115,0.000572314
5930,Thompson-Okanagan,324,0.000570199
2480,Côte-Nord,314,0.000566979
4870,Athabasca-Grande Prairie-Peace River,323,0.000566114
4620,South Central / Centre sud,325,0.000564566
1110,Prince Edward Island / Île-du-Prince-Édouard,493,0.000564323
4650,Winnipeg,314,0.0005628
1030,West Coast-Northern Peninsula-Labrador / Côte-ouest-Northern Peninsula-Labrador,339,0.000561933
3580,Stratford-Bruce Peninsula,113,0.000561027
5920,Lower Mainland-Southwest / Lower Mainland-Sud-ouest,314,0.000559732
4630,Southwest / Sud-ouest,113,0.000556406
4810,Lethbridge-Medicine Hat,335,0.000554354
2465,Abitibi-Témiscamingue,324,0.000552249
4660,Interlake,325,0.000548597
4820,Camrose-Drumheller,482,0.00054428
5930,Thompson-Okanagan,487,0.000539543
4750,Prince Albert,482,0.000531219
4750,Prince Albert,221,0.000531219
3510,Ottawa,487,0.000531136
4740,Yorkton-Melville,323,0.000529483
2480,Côte-Nord,112,0.000529181
2415,Bas-Saint-Laurent,314,0.000527779
6110,Northwest Territories / Territoires du Nord-Ouest,112,0.000527148
1010,Avalon Peninsula,326,0.000526534
1350,Edmundston-Woodstock,114,0.00052351
1350,Edmundston-Woodstock,312,0.00052351
4680,North / Nord,487,0.000523505
4680,North / Nord,325,0.000523505
3570,Windsor-Sarnia,335,0.000523298
4850,Red Deer,326,0.000514067
4620,South Central / Centre sud,324,0.000513242
1220,North Shore / Côte-nord,337,0.000510254
4610,Southeast / Sud-est,314,0.000508958
4610,Southeast / Sud-est,323,0.000508958
1010,Avalon Peninsula,491,0.000506283
2433,Centre-du-Québec,334,0.000501627
6010,Yukon,339,0.000500375
6010,Yukon,111,0.000500375
3510,Ottawa,322,0.000499738
2425,Chaudière-Appalaches,481,0.000499476
1040,Notre Dame-Central Bonavista Bay,323,0.000496874
2410,Gaspésie-Îles-de-la-Madeleine,221,0.000496319
2460,Outaouais,324,0.00049345
2480,Côte-Nord,323,0.000491382
1220,North Shore / Côte-nord,211,0.000485956
1220,North Shore / Côte-nord,482,0.000485956
4760,Northern / Nord,113,0.000484966
1110,Prince Edward Island / Île-du-Prince-Édouard,339,0.000483705
1240,Southern / Sud,323,0.000482672
4710,Regina-Moose Mountain,322,0.000481779
4740,Yorkton-Melville,492,0.000481348
6110,Northwest Territories / Territoires du Nord-Ouest,334,0.000479226
6110,Northwest Territories / Territoires du Nord-Ouest,314,0.000479226
6110,Northwest Territories / Territoires du Nord-Ouest,339,0.000479226
4880,Wood Buffalo-Cold Lake,523,0.000478556
4670,Parklands,493,0.000477829
2460,Outaouais,483,0.000477532
2460,Outaouais,493,0.000477532
